CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Balance_per_Product,Age_Group,Credit_Score_Age_Ratio,Is_High_Value_Active
688,France,Female,32,6,123157.95,1,1,0,40372.75854957693,0,3,GOLD,499,111961.77272727272,Adult,20.848484848484848,0
713,France,Male,44,1,63438.91,1,1,0,37952.39787275659,0,5,GOLD,658,57671.73636363636,Adult,15.844444444444445,0
736,Germany,Male,57,9,95295.39,1,1,0,53151.58652964212,1,1,SILVER,888,86632.17272727271,Middle,12.689655172413794,0
727,France,Male,18,4,133550.67,1,1,1,29867.03402737348,0,4,PLATINUM,864,121409.7,Young,38.26315789473684,1
850,France,Female,38,1,106871.81,2,1,0,50843.62491134256,0,3,SILVER,527,50891.33809523809,Adult,21.794871794871796,0
718,Spain,Male,45,3,105266.32,2,1,1,44157.56772665218,0,5,SILVER,372,50126.81904761905,Adult,15.608695652173912,1
643,France,Female,51,2,105229.53,1,1,0,38047.5177337816,1,2,SILVER,848,95663.20909090908,Middle,12.365384615384615,0
653,France,Male,41,8,102768.42,1,1,0,47414.33655078812,0,4,DIAMOND,285,93425.83636363635,Adult,15.547619047619047,0
674,France,Male,18,7,0.0,2,1,1,17508.03412350664,1,5,DIAMOND,603,0.0,Young,35.473684210526315,0
690,France,Male,35,6,112689.95,1,1,0,44592.81498972429,0,3,SILVER,828,102445.40909090907,Adult,19.166666666666668,0
819,France,Male,38,9,122334.26,2,1,1,61114.803557461775,0,1,SILVER,586,58254.40952380952,Adult,21.0,1
634,Spain,Male,34,1,0.0,2,1,0,21092.488768971107,0,5,SILVER,522,0.0,Adult,18.114285714285714,0
633,Spain,Male,33,4,137847.41,2,1,0,41799.28292990955,0,1,DIAMOND,836,65641.62380952381,Adult,18.61764705882353,0
850,France,Male,49,5,122486.47,1,0,1,55433.630608333464,0,3,DIAMOND,852,111351.33636363635,Middle,17.0,1
665,France,Male,33,2,101286.11,1,1,1,34947.40730449813,0,5,PLATINUM,770,92078.28181818181,Adult,19.558823529411764,1
630,Spain,Male,26,7,0.0,2,1,1,19545.120009599686,0,2,DIAMOND,776,0.0,Young,23.333333333333332,0
836,Spain,Male,57,4,101247.06,1,1,0,38141.897919533374,1,4,GOLD,611,92042.78181818181,Middle,14.413793103448276,0
668,France,Male,38,10,86977.96,1,0,1,41984.33792396882,0,1,DIAMOND,628,79070.87272727273,Adult,17.128205128205128,1
753,France,Male,57,7,0.0,1,1,0,34140.424347355256,1,2,DIAMOND,647,0.0,Middle,12.982758620689655,0
745,France,Female,55,9,110123.59,1,0,1,45748.86371826774,1,5,GOLD,765,100112.35454545454,Middle,13.303571428571429,1
693,France,Male,36,8,178111.82,1,0,0,57036.310545808235,1,2,SILVER,447,161919.83636363636,Adult,18.72972972972973,0
606,Germany,Male,65,10,126306.64,3,0,0,51138.248966564686,1,5,DIAMOND,591,40744.077419354835,Senior,9.181818181818182,0
660,France,Female,35,6,100768.77,1,1,0,39189.949387637775,0,2,DIAMOND,659,91607.97272727272,Adult,18.333333333333332,0
608,France,Male,42,5,0.0,2,1,0,29987.975543100307,0,4,DIAMOND,403,0.0,Adult,14.13953488372093,0
744,France,Female,44,3,0.0,2,1,1,30007.611563485447,0,4,PLATINUM,862,0.0,Adult,16.533333333333335,0
731,France,Female,40,7,118991.79,1,1,1,52830.85082008841,0,2,PLATINUM,253,108174.35454545452,Adult,17.829268292682926,1
683,France,Male,72,3,140997.26,1,0,1,40247.86217968038,0,3,SILVER,580,128179.32727272727,Senior,9.356164383561644,1
727,France,Male,28,5,0.0,2,0,1,22678.00856909737,0,3,GOLD,351,0.0,Young,25.06896551724138,0
561,Germany,Male,32,6,166824.59,1,1,0,48477.06930637976,0,5,GOLD,296,151658.71818181817,Adult,17.0,0
700,France,Female,34,2,76322.69,1,1,0,35769.24973409784,0,1,DIAMOND,479,69384.26363636363,Adult,20.0,0
605,France,Male,35,6,0.0,2,1,1,30765.25889576,0,3,SILVER,241,0.0,Adult,16.805555555555557,0
767,Spain,Male,77,8,149083.7,1,1,1,51426.53005222538,0,5,GOLD,383,135530.63636363635,Senior,9.833333333333334,1
511,France,Male,33,7,0.0,2,0,1,21135.981068314173,0,4,PLATINUM,413,0.0,Adult,15.029411764705882,0
667,France,Male,40,9,0.0,1,1,1,29182.627221812694,0,3,GOLD,879,0.0,Adult,16.26829268292683,0
787,France,Male,33,1,126588.81,2,0,1,44582.09827498365,0,1,GOLD,251,60280.38571428571,Adult,23.147058823529413,1
705,Germany,Female,56,2,143249.67,1,1,0,54744.15599012235,1,3,PLATINUM,613,130226.97272727273,Middle,12.368421052631579,0
773,Germany,Male,43,8,81844.91,2,1,1,67699.13921282883,0,5,PLATINUM,368,38973.76666666667,Adult,17.568181818181817,1
554,France,Male,40,4,0.0,1,0,1,24663.365847008638,0,5,SILVER,544,0.0,Adult,13.512195121951219,0
526,Germany,Male,58,9,190298.89,2,1,1,59201.53326357486,0,1,DIAMOND,889,90618.51904761905,Middle,8.915254237288135,1
661,Germany,Male,35,2,117212.18,1,1,1,50464.582705337605,0,3,DIAMOND,821,106556.52727272725,Adult,18.36111111111111,1
698,France,Female,46,0,0.0,2,1,1,27797.334974507914,0,2,DIAMOND,613,0.0,Middle,14.851063829787234,0
646,France,Male,26,4,139848.17,1,1,0,32991.16792816985,0,2,DIAMOND,915,127134.7,Young,23.925925925925927,0
757,Germany,Female,34,9,101861.36,2,0,0,64069.29531152475,0,5,PLATINUM,903,48505.409523809525,Adult,21.62857142857143,0
699,Spain,Male,35,2,167455.66,2,1,1,43359.226887554185,0,3,GOLD,936,79740.79047619048,Adult,19.416666666666668,1
667,France,Female,24,4,0.0,2,0,1,15986.314538485414,0,5,DIAMOND,560,0.0,Young,26.68,0
774,Spain,Female,43,1,116360.07,1,1,0,48150.3314501562,0,5,SILVER,239,105781.88181818182,Adult,17.59090909090909,0
745,Spain,Male,40,3,88466.82,1,0,0,40257.418485016475,0,4,SILVER,645,80424.38181818182,Adult,18.170731707317074,0
649,France,Female,42,7,0.0,2,0,1,28829.436192362326,0,5,GOLD,295,0.0,Adult,15.093023255813954,0
634,Germany,Female,46,5,123642.36,1,1,1,56571.59346694921,1,1,PLATINUM,751,112402.14545454545,Middle,13.48936170212766,1
665,Spain,Male,38,9,0.0,1,0,1,25835.513489897203,0,3,GOLD,309,0.0,Adult,17.05128205128205,0
713,France,Male,38,9,72286.84,2,1,1,49612.84186352021,0,1,SILVER,570,34422.30476190476,Adult,18.28205128205128,0
652,France,Female,40,1,0.0,2,1,0,23421.641421352437,0,1,PLATINUM,247,0.0,Adult,15.902439024390244,0
739,Spain,Male,40,1,109681.61,1,1,1,44319.49030376361,0,5,PLATINUM,523,99710.55454545454,Adult,18.024390243902438,1
556,Germany,Male,37,9,145018.64,2,1,0,51149.984752133336,1,1,SILVER,545,69056.49523809525,Adult,14.631578947368421,0
699,Spain,Male,34,8,0.0,1,1,1,23150.762900384467,0,2,PLATINUM,403,0.0,Adult,19.97142857142857,0
708,Spain,Female,32,8,187487.63,1,1,1,48019.014056747445,0,3,GOLD,681,170443.3,Adult,21.454545454545453,1
480,France,Male,35,2,165692.91,1,1,1,35685.47733790044,0,5,GOLD,592,150629.91818181818,Adult,13.333333333333334,1
700,Germany,Female,59,5,137648.41,1,1,0,52609.99012458764,1,2,PLATINUM,839,125134.91818181817,Middle,11.666666666666666,0
525,Spain,Female,47,6,118560.0,1,1,0,36956.88751624428,1,4,PLATINUM,375,107781.81818181818,Middle,10.9375,0
845,France,Male,33,8,164385.53,1,1,0,64547.41989796989,0,5,GOLD,588,149441.3909090909,Adult,24.852941176470587,0
613,France,Male,37,9,108286.5,1,1,1,42526.442681691384,0,5,GOLD,656,98442.27272727272,Adult,16.13157894736842,1
850,France,Female,34,2,0.0,2,1,1,28782.445112545378,0,4,SILVER,589,0.0,Adult,24.285714285714285,0
798,Spain,Female,58,9,0.0,2,0,0,28808.850726663146,1,3,DIAMOND,400,0.0,Middle,13.525423728813559,0
773,Germany,Male,47,2,118079.47,4,1,1,80000.0,1,4,PLATINUM,668,28799.87073170732,Middle,16.104166666666668,1
614,Spain,Male,35,2,127283.78,1,1,1,39770.125287391995,0,1,SILVER,668,115712.52727272727,Adult,17.055555555555557,1
473,Spain,Male,48,8,0.0,2,1,0,20453.194417520437,0,4,SILVER,304,0.0,Middle,9.653061224489797,0
762,France,Male,29,6,141389.06,1,1,0,44647.26297915022,0,2,DIAMOND,635,128535.50909090908,Young,25.4,0
701,France,Male,37,8,130091.5,1,1,1,58755.113253979274,0,1,PLATINUM,902,118264.99999999999,Adult,18.44736842105263,1
600,France,Male,35,4,143744.77,2,1,0,48428.4444531606,0,4,GOLD,797,68449.89047619047,Adult,16.666666666666668,0
850,Spain,Male,28,9,97408.03,1,1,1,36891.03307550291,0,3,GOLD,962,88552.75454545453,Young,29.310344827586206,1
613,Spain,Male,30,9,111927.45,1,1,1,35000.2541745694,0,1,SILVER,515,101752.22727272726,Young,19.774193548387096,1
509,France,Male,31,3,0.0,2,1,0,20191.700074023633,0,5,PLATINUM,299,0.0,Adult,15.90625,0
509,Spain,Male,38,2,0.0,1,0,0,20621.353269755098,0,2,GOLD,450,0.0,Adult,13.051282051282051,0
609,France,Male,34,1,0.0,1,1,1,24186.355916431174,0,4,PLATINUM,226,0.0,Adult,17.4,0
456,France,Female,33,1,188285.68,1,0,0,30563.651243547985,0,5,PLATINUM,516,171168.8,Adult,13.411764705882353,0
728,France,Female,46,2,109705.52,1,1,0,47287.08731733607,1,5,PLATINUM,469,99732.29090909091,Middle,15.48936170212766,0
663,Spain,Male,33,9,0.0,2,0,0,24697.644938133846,0,5,PLATINUM,868,0.0,Adult,19.5,0
673,Germany,Female,34,1,127122.79,3,0,1,44674.81408701333,0,5,DIAMOND,520,41007.35161290322,Adult,19.228571428571428,1
717,France,Male,40,0,98241.04,1,1,0,45309.719486365706,0,3,GOLD,817,89310.03636363635,Adult,17.48780487804878,0
741,Germany,Female,37,8,170840.08,2,0,0,76361.05243178202,0,1,SILVER,947,81352.41904761904,Adult,19.5,0
498,Germany,Female,41,4,87541.06,2,1,1,33346.02170782208,1,3,GOLD,326,41686.219047619044,Adult,11.857142857142858,1
850,France,Female,26,4,62610.96,2,0,1,30921.451109003552,0,3,DIAMOND,604,29814.742857142857,Young,31.48148148148148,0
493,France,Male,36,9,0.0,2,1,1,21628.15056424926,0,4,SILVER,293,0.0,Adult,13.324324324324325,0
686,France,Female,47,5,113328.93,1,1,0,45399.75328607484,0,4,PLATINUM,666,103026.29999999999,Middle,14.291666666666666,0
666,Spain,Male,35,2,104832.49,1,1,0,36782.30065918604,0,4,DIAMOND,411,95302.26363636363,Adult,18.5,0
733,Spain,Female,31,9,102289.85,1,1,1,41926.3983539925,0,2,PLATINUM,239,92990.77272727272,Adult,22.90625,1
631,Germany,Female,34,6,125227.82,2,0,1,49244.95905703035,0,2,PLATINUM,305,59632.29523809524,Adult,18.02857142857143,1
714,Germany,Female,49,5,140510.89,1,1,0,65592.19841516792,0,1,DIAMOND,455,127737.17272727273,Middle,14.28,0
767,Germany,Female,35,6,132253.22,1,1,0,62482.106495231186,1,4,SILVER,704,120230.2,Adult,21.305555555555557,0
711,Germany,Male,43,2,39043.29,2,1,1,48117.705956663194,0,2,DIAMOND,258,18592.042857142857,Adult,16.15909090909091,0
722,France,Male,34,8,0.0,2,1,1,29913.54856925657,0,1,DIAMOND,523,0.0,Adult,20.62857142857143,0
631,Spain,Male,55,9,99685.06,1,1,0,36657.37041320569,0,1,DIAMOND,932,90622.78181818181,Middle,11.267857142857142,0
701,Germany,Male,38,3,125385.49,2,0,1,64999.7455159434,0,2,DIAMOND,805,59707.37619047619,Adult,17.974358974358974,1
790,Spain,Male,46,2,131365.37,2,1,1,59890.26798527279,0,5,GOLD,242,62554.93809523809,Middle,16.80851063829787,1
633,Spain,Male,58,6,98308.51,1,1,1,34911.88802276907,0,3,DIAMOND,808,89371.37272727271,Middle,10.728813559322035,1
644,France,Female,37,8,0.0,2,1,0,26329.783990624386,0,3,GOLD,910,0.0,Adult,16.94736842105263,0
757,Spain,Male,44,5,140856.16,2,1,0,60620.11533733649,0,5,DIAMOND,293,67074.3619047619,Adult,16.822222222222223,0
696,France,Female,30,8,0.0,2,1,1,25241.32574369683,0,3,SILVER,890,0.0,Young,22.451612903225808,0
746,France,Male,35,2,172274.01,1,1,0,57680.70645397704,0,3,PLATINUM,950,156612.73636363636,Adult,20.72222222222222,0
649,Spain,Male,36,8,0.0,2,1,0,24739.541747564883,0,3,GOLD,354,0.0,Adult,17.54054054054054,0
565,Spain,Male,38,0,122447.76,1,0,0,33001.7494689807,0,4,PLATINUM,652,111316.14545454545,Adult,14.487179487179487,0
720,France,Female,38,10,0.0,2,1,1,30009.516194552743,1,2,GOLD,966,0.0,Adult,18.46153846153846,0
648,Spain,Female,56,6,157559.59,2,1,0,45136.415744783546,1,4,SILVER,320,75028.37619047619,Middle,11.368421052631579,0
632,Germany,Male,41,3,126550.7,1,0,0,55535.260629961434,1,3,PLATINUM,324,115046.0909090909,Adult,15.047619047619047,0
622,France,Female,30,2,158584.82,3,1,0,43780.35282603258,1,2,DIAMOND,981,51156.393548387096,Young,20.06451612903226,0
835,France,Male,28,2,163569.61,2,1,1,45684.92720172474,0,5,PLATINUM,560,77890.29047619046,Young,28.79310344827586,1
493,France,Female,31,3,0.0,1,1,1,16342.605307364935,1,4,SILVER,808,0.0,Adult,15.40625,0
785,Germany,Female,33,6,127211.45,1,0,0,57503.94963168545,0,3,SILVER,457,115646.77272727272,Adult,23.08823529411765,0
681,Germany,Male,42,3,118199.97,2,1,0,58528.16314455384,1,2,PLATINUM,219,56285.7,Adult,15.837209302325581,0
621,Germany,Female,30,2,101014.08,2,1,1,48147.76805568989,0,3,SILVER,730,48101.94285714286,Young,20.032258064516128,1
756,Spain,Male,38,6,119208.85,1,1,0,44965.69405679293,1,1,DIAMOND,257,108371.68181818181,Adult,19.384615384615383,0
515,France,Female,66,6,0.0,2,1,1,21647.152414384957,0,2,PLATINUM,282,0.0,Senior,7.686567164179104,0
625,France,Female,58,10,53772.73,1,1,1,33873.833886750705,1,5,SILVER,428,48884.299999999996,Middle,10.59322033898305,0
717,Spain,Female,39,6,0.0,2,1,0,26209.542455933904,0,3,DIAMOND,988,0.0,Adult,17.925,0
595,Germany,Female,41,2,138878.81,1,0,1,43579.548025784665,0,5,SILVER,530,126253.46363636362,Adult,14.166666666666666,1
539,Spain,Female,37,1,130922.81,2,0,0,32227.453154451712,0,1,PLATINUM,319,62344.195238095235,Adult,14.18421052631579,0
762,France,Male,35,9,0.0,2,1,1,38276.577312768044,0,1,DIAMOND,749,0.0,Adult,21.166666666666668,0
706,Spain,Male,20,8,0.0,2,1,1,17996.73793497702,0,4,PLATINUM,354,0.0,Young,33.61904761904762,0
677,Spain,Female,25,8,130866.19,1,1,0,33958.141263735924,0,5,DIAMOND,236,118969.26363636363,Young,26.03846153846154,0
733,Germany,Female,33,7,187257.94,1,0,1,57888.428861516535,0,2,DIAMOND,356,170234.4909090909,Adult,21.558823529411764,1
684,Spain,Female,41,7,0.0,1,1,1,24870.587945840693,0,2,SILVER,795,0.0,Adult,16.285714285714285,0
679,France,Male,36,6,147733.64,1,0,1,46268.206928827,0,5,PLATINUM,982,134303.30909090908,Adult,18.35135135135135,1
478,Spain,Male,43,1,0.0,2,1,1,17736.66329705229,0,5,DIAMOND,303,0.0,Adult,10.863636363636363,0
696,France,Male,33,2,163139.27,1,1,1,46210.26633024087,0,1,DIAMOND,514,148308.42727272725,Adult,20.470588235294116,1
686,Spain,Female,35,4,0.0,2,1,1,23260.13498910691,0,2,GOLD,624,0.0,Adult,19.055555555555557,0
466,France,Female,36,5,119540.15,1,0,1,26219.063415429813,0,1,PLATINUM,513,108672.86363636362,Adult,12.594594594594595,1
686,France,Female,41,4,129553.76,2,1,0,47270.25398404014,0,4,DIAMOND,223,61692.26666666666,Adult,16.333333333333332,0
576,France,Male,55,9,0.0,2,1,1,25159.965163748126,0,5,DIAMOND,610,0.0,Middle,10.285714285714286,0
763,Germany,Female,61,1,66101.89,1,1,1,40204.06569714663,0,2,PLATINUM,366,60092.627272727266,Senior,12.306451612903226,0
572,France,Male,43,2,140431.98,1,1,0,43579.23426436219,1,4,DIAMOND,474,127665.43636363636,Adult,13.0,0
757,France,Female,49,2,0.0,2,0,0,32981.7960685795,0,1,PLATINUM,265,0.0,Middle,15.14,0
582,France,Female,29,0,0.0,1,1,1,15705.66767209474,0,2,DIAMOND,572,0.0,Young,19.4,0
623,France,Female,35,5,0.0,2,1,0,29372.815412294472,0,2,DIAMOND,311,0.0,Adult,17.305555555555557,0
617,Germany,Female,37,4,116471.43,2,1,0,46727.51091689973,1,3,SILVER,984,55462.585714285706,Adult,16.236842105263158,0
425,France,Male,39,4,0.0,2,1,0,19714.126201506588,0,2,SILVER,261,0.0,Adult,10.625,0
659,France,Female,56,9,123785.24,1,1,0,42353.9549279131,1,4,GOLD,928,112532.03636363636,Middle,11.56140350877193,0
605,France,Female,33,4,0.0,2,0,1,23663.151064355243,0,3,DIAMOND,550,0.0,Adult,17.794117647058822,0
538,France,Female,38,8,88758.95,2,0,0,36958.61612763577,1,1,DIAMOND,911,42266.166666666664,Adult,13.794871794871796,0
665,Germany,Male,25,5,153611.83,2,1,0,46420.400335665,0,1,SILVER,862,73148.49047619046,Young,25.576923076923077,0
491,Germany,Female,57,4,112044.72,1,1,1,30851.944546658506,1,2,DIAMOND,562,101858.83636363635,Middle,8.46551724137931,1
726,Spain,Female,27,7,123826.07,1,0,1,32475.04323310717,0,2,GOLD,535,112569.15454545454,Young,25.928571428571427,1
580,France,Female,65,9,106804.26,3,1,0,32657.22632891105,1,3,GOLD,950,34452.98709677419,Senior,8.787878787878787,0
550,France,Female,48,6,0.0,2,1,1,24511.068357226402,0,2,PLATINUM,730,0.0,Middle,11.224489795918368,0
542,France,Female,59,2,68892.77,2,1,0,30112.057179223026,1,5,DIAMOND,442,32806.08095238095,Middle,9.033333333333333,0
732,France,Female,43,6,0.0,2,1,0,30177.576044696976,0,3,PLATINUM,767,0.0,Adult,16.636363636363637,0
473,France,Female,33,5,125827.43,1,0,1,28606.37228909055,0,5,PLATINUM,299,114388.57272727271,Adult,13.911764705882353,1
745,Spain,Male,34,9,0.0,2,1,0,27796.76461641086,0,3,SILVER,848,0.0,Adult,21.285714285714285,0
732,France,Male,36,7,0.0,2,1,1,29253.876814350155,0,1,GOLD,875,0.0,Adult,19.783783783783782,0
848,Germany,Female,40,5,148495.64,1,0,0,68824.84906779135,0,3,SILVER,616,134996.03636363638,Adult,20.682926829268293,0
572,France,Male,37,1,133043.66,1,0,0,38466.683936458765,0,4,GOLD,444,120948.78181818181,Adult,15.052631578947368,0
702,France,Male,45,9,74989.58,1,1,1,46613.87884339285,0,3,SILVER,811,68172.34545454544,Adult,15.26086956521739,0
664,Germany,Male,39,7,60263.23,1,1,0,42789.907134938345,0,5,SILVER,466,54784.75454545455,Adult,16.6,0
630,Germany,Male,50,3,129370.91,4,1,1,66331.79943843723,1,1,GOLD,712,31553.880487804883,Middle,12.352941176470589,1
618,Germany,Male,44,5,157955.83,2,0,0,70100.2134143989,0,5,GOLD,668,75217.0619047619,Adult,13.733333333333333,0
556,France,Male,26,4,0.0,1,1,0,16576.784202325074,0,4,SILVER,727,0.0,Young,20.59259259259259,0
619,France,Female,30,7,70729.17,1,1,1,31634.78103666343,0,1,DIAMOND,962,64299.245454545446,Young,19.967741935483872,0
644,France,Male,48,8,0.0,2,0,1,35926.5996002601,1,4,DIAMOND,930,0.0,Middle,13.142857142857142,0
658,Spain,Male,50,2,0.0,2,1,0,28472.958612652157,0,1,GOLD,893,0.0,Middle,12.901960784313726,0
598,Spain,Male,27,8,90721.52,2,1,0,27198.35915830592,0,1,GOLD,698,43200.723809523806,Young,21.357142857142858,0
677,France,Male,27,2,0.0,2,1,1,20878.68820919634,0,3,PLATINUM,737,0.0,Young,24.178571428571427,0
689,Spain,Female,45,0,57784.22,1,1,0,29585.064295007913,1,3,SILVER,709,52531.109090909085,Adult,14.978260869565217,0
591,France,Male,33,9,131765.72,1,1,0,36112.86591399913,0,5,GOLD,597,119787.01818181817,Adult,17.38235294117647,0
699,France,Male,40,7,0.0,1,0,1,29791.748740449777,1,3,DIAMOND,497,0.0,Adult,17.048780487804876,0
749,Germany,Male,47,9,110022.74,1,0,1,68047.38644002932,1,3,GOLD,634,100020.67272727273,Middle,15.604166666666666,1
709,France,Female,40,9,131569.63,1,1,1,57937.681924505014,0,1,DIAMOND,295,119608.75454545455,Adult,17.29268292682927,1
607,Germany,Male,61,2,164523.5,2,1,1,54718.74827498863,0,1,DIAMOND,702,78344.5238095238,Senior,9.790322580645162,1
650,Germany,Female,25,2,114330.95,1,1,1,33559.285291162,0,1,DIAMOND,876,103937.22727272726,Young,25.0,1
651,Spain,Female,45,10,135923.16,1,1,0,49514.651220106265,0,3,GOLD,500,123566.50909090908,Adult,14.152173913043478,0
676,France,Female,61,8,0.0,2,1,1,23452.193573768556,0,5,DIAMOND,762,0.0,Senior,10.903225806451612,0
723,France,Female,49,4,0.0,2,0,1,31330.72108443771,0,1,PLATINUM,886,0.0,Middle,14.46,0
714,Spain,Male,45,0,124693.48,1,0,1,45863.67455949591,0,2,PLATINUM,952,113357.70909090908,Adult,15.521739130434783,1
759,Spain,Female,35,7,147936.42,1,1,1,55868.95342939983,0,4,SILVER,312,134487.65454545454,Adult,21.083333333333332,1
582,France,Male,29,0,0.0,1,1,0,18428.460025030497,0,2,GOLD,352,0.0,Young,19.4,0
697,France,Female,34,2,126558.92,1,1,0,38898.41774576647,0,5,PLATINUM,809,115053.56363636363,Adult,19.914285714285715,0
610,Germany,Male,57,6,106938.11,2,0,1,51560.694357493994,0,4,DIAMOND,913,50922.909523809525,Middle,10.517241379310345,1
488,Germany,Female,33,4,140002.35,1,1,0,33950.929871600834,0,1,GOLD,935,127274.86363636363,Adult,14.352941176470589,0
599,Germany,Male,46,9,123444.72,1,1,1,56211.65733478946,1,3,DIAMOND,726,112222.47272727272,Middle,12.74468085106383,1
781,France,Male,32,6,147107.91,1,1,1,52355.365282462415,0,1,PLATINUM,740,133734.46363636362,Adult,23.666666666666668,1
645,France,Male,19,9,128514.84,1,0,0,31876.11636392846,0,5,GOLD,796,116831.67272727271,Young,32.25,0
545,France,Female,55,5,0.0,1,0,0,21509.32434116656,1,5,DIAMOND,524,0.0,Middle,9.732142857142858,0
597,Germany,Female,40,9,106756.01,2,1,0,49959.93248835248,0,3,PLATINUM,701,50836.195238095235,Adult,14.560975609756097,0
561,Spain,Female,28,3,0.0,2,1,0,15651.337732293445,0,1,DIAMOND,276,0.0,Young,19.344827586206897,0
662,France,Female,37,6,0.0,2,1,0,28304.31904231164,0,5,PLATINUM,526,0.0,Adult,17.42105263157895,0
649,Germany,Female,50,5,155393.32,1,1,1,63122.71892317433,1,5,DIAMOND,312,141266.65454545454,Middle,12.72549019607843,1
630,France,Female,36,2,110414.48,1,1,1,38567.95925322835,0,3,SILVER,882,100376.79999999999,Adult,17.027027027027028,1
672,Spain,Male,33,2,0.0,2,1,1,21826.41695291495,0,4,SILVER,609,0.0,Adult,19.764705882352942,0
636,Germany,Female,37,9,157098.52,1,1,1,57402.73427780861,0,3,SILVER,638,142816.83636363634,Adult,16.736842105263158,1
593,Germany,Female,38,5,85626.6,1,1,1,39942.23771759924,0,2,GOLD,891,77842.36363636363,Adult,15.205128205128204,1
545,Germany,Male,45,6,93796.42,2,1,1,50840.8694172368,0,3,GOLD,577,44664.961904761905,Adult,11.847826086956522,1
567,Spain,Female,41,1,0.0,2,1,0,20606.613392639574,0,5,SILVER,684,0.0,Adult,13.5,0
583,France,Male,51,6,125268.03,2,1,0,46892.96608833966,0,4,PLATINUM,837,59651.44285714285,Middle,11.211538461538462,0
681,France,Female,29,2,148143.84,1,1,1,33609.18572064334,0,5,SILVER,394,134676.21818181817,Young,22.7,1
762,Spain,Male,29,10,115545.33,2,1,0,41197.24434698392,0,3,PLATINUM,931,55021.58571428571,Young,25.4,0
648,Spain,Male,35,7,0.0,2,0,0,24765.52294345901,0,2,DIAMOND,878,0.0,Adult,18.0,0
644,France,Male,30,5,44928.88,1,1,1,30230.73313937539,0,4,PLATINUM,528,40844.436363636356,Young,20.774193548387096,0
706,Spain,Male,29,2,0.0,2,1,1,21297.88138399973,0,1,SILVER,868,0.0,Young,23.533333333333335,0
850,France,Male,35,3,162442.35,1,1,0,61380.22102783095,0,3,GOLD,801,147674.86363636362,Adult,23.61111111111111,0
484,Spain,Female,39,5,0.0,2,1,1,17206.91394063859,0,2,SILVER,740,0.0,Adult,12.1,0
508,Germany,Male,28,0,96213.82,2,1,0,30336.986045571266,0,2,PLATINUM,371,45816.10476190476,Young,17.517241379310345,0
439,France,Female,29,6,156569.43,1,1,0,23406.415300552115,0,2,GOLD,939,142335.84545454543,Young,14.633333333333333,0
484,Spain,Male,36,8,0.0,2,1,0,18867.034166683658,0,1,PLATINUM,512,0.0,Adult,13.08108108108108,0
803,Spain,Female,37,1,0.0,2,0,0,28292.263726018118,0,4,SILVER,663,0.0,Adult,21.13157894736842,0
724,Germany,Female,48,6,110463.25,2,1,1,65714.12781592231,1,1,PLATINUM,356,52601.54761904762,Middle,14.775510204081632,1
640,France,Male,33,7,154575.76,1,1,0,46462.71684895062,1,5,GOLD,762,140523.41818181818,Adult,18.823529411764707,0
701,Spain,Female,35,9,0.0,2,0,0,28821.148679848888,0,3,DIAMOND,303,0.0,Adult,19.47222222222222,0
537,France,Male,37,3,0.0,2,1,1,23570.321107179858,0,2,SILVER,847,0.0,Adult,14.131578947368421,0
651,Germany,Male,26,5,147037.32,1,0,0,42867.42528902909,0,5,SILVER,637,133670.2909090909,Young,24.11111111111111,0
523,Germany,Male,41,0,119276.31,1,0,0,45306.59059856191,1,3,SILVER,844,108433.00909090908,Adult,12.452380952380953,0
717,France,Female,25,7,108664.85,2,1,0,36834.527036586114,0,3,PLATINUM,433,51745.166666666664,Young,27.576923076923077,0
593,Spain,Male,44,5,0.0,1,1,0,22756.822155561313,0,2,SILVER,569,0.0,Adult,13.177777777777777,0
706,Germany,Male,38,5,163034.82,2,1,1,69821.16801503648,0,3,DIAMOND,826,77635.62857142858,Adult,18.102564102564102,1
714,Germany,Female,49,4,93059.34,1,1,0,48565.57666730769,1,4,PLATINUM,381,84599.4,Middle,14.28,0
794,Spain,Male,38,9,179581.31,1,1,0,64495.13343332894,0,4,PLATINUM,814,163255.73636363636,Adult,20.358974358974358,0
518,Germany,Male,46,4,113625.93,1,0,0,46253.570559941436,1,2,SILVER,734,103296.29999999999,Middle,11.02127659574468,0
589,Germany,Male,55,7,119961.48,1,1,0,41981.82721155886,1,5,PLATINUM,248,109055.8909090909,Middle,10.517857142857142,0
824,France,Male,45,3,129209.48,1,0,0,60662.37129387883,0,2,DIAMOND,907,117463.16363636362,Adult,17.91304347826087,0
719,Germany,Female,42,5,137227.04,3,1,0,68392.50623911888,1,5,PLATINUM,512,44266.7870967742,Adult,16.72093023255814,0
617,Germany,Female,58,3,119024.75,2,1,0,51736.3816544991,1,2,PLATINUM,452,56678.45238095238,Middle,10.457627118644067,0
651,France,Male,35,7,74623.5,3,1,0,43997.63381087513,1,2,SILVER,515,24072.09677419355,Adult,18.083333333333332,0
637,Spain,Female,45,2,157929.45,1,1,1,47228.5904848792,1,4,DIAMOND,546,143572.22727272726,Adult,13.847826086956522,1
554,France,Female,26,7,92606.86,2,1,0,24567.37500463083,0,3,SILVER,675,44098.50476190476,Young,20.51851851851852,0
